0	4269	0
4269	0	3
0	3972	0
3972	0	3
0	5275	0
5275	0	3
0	2181	1
2181	0	4
0	1986	1
1986	0	4
0	3297	1
3297	0	4
0	3338	1
3338	0	4
0	6081	2
6081	0	5
1	6078	0
6078	1	3
1	3972	0
3972	1	3
1	2873	0
2873	1	3
1	4867	1
4867	1	4
1	5626	1
5626	1	4
1	4947	1
4947	1	4
1	4645	1
4645	1	4
1	4017	2
4017	1	5
2	5275	0
5275	2	3
2	2767	1
2767	2	4
2	3400	1
3400	2	4
2	3711	1
3711	2	4
2	5518	1
5518	2	4
2	6347	2
6347	2	5
2	6312	2
6312	2	5
2	2048	2
2048	2	5
2	3755	2
3755	2	5
3	5275	0
5275	3	3
3	4486	0
4486	3	3
3	2873	0
2873	3	3
3	2706	1
2706	3	4
3	3850	1
3850	3	4
3	6468	1
6468	3	4
3	1815	1
1815	3	4
3	3994	2
3994	3	5
4	2434	0
2434	4	3
4	6664	0
6664	4	3
4	2873	0
2873	4	3
4	6012	1
6012	4	4
4	2878	1
2878	4	4
4	6622	1
6622	4	4
4	6329	1
6329	4	4
4	5867	2
5867	4	5
5	4486	0
4486	5	3
5	2434	0
2434	5	3
5	4755	0
4755	5	3
5	3215	1
3215	5	4
5	6489	1
6489	5	4
5	2506	1
2506	5	4
5	3461	1
3461	5	4
5	1818	2
1818	5	5
6	6664	0
6664	6	3
6	5617	0
5617	6	3
6	2873	0
2873	6	3
6	6694	1
6694	6	4
6	4897	1
4897	6	4
6	5883	1
5883	6	4
6	4455	1
4455	6	4
6	2403	2
2403	6	5
7	5275	0
5275	7	3
7	2434	0
2434	7	3
7	2947	0
2947	7	3
7	2606	1
2606	7	4
7	3432	1
3432	7	4
7	5992	1
5992	7	4
7	3899	1
3899	7	4
7	5236	2
5236	7	5
8	4486	0
4486	8	3
8	2434	0
2434	8	3
8	3671	1
3671	8	4
8	5279	1
5279	8	4
8	6330	1
6330	8	4
8	3896	1
3896	8	4
8	5651	2
5651	8	5
9	2434	0
2434	9	3
9	5617	0
5617	9	3
9	4352	0
4352	9	3
9	2843	1
2843	9	4
9	3117	1
3117	9	4
9	6542	1
6542	9	4
9	6429	1
6429	9	4
9	4238	2
4238	9	5
10	3972	0
3972	10	3
10	2434	0
2434	10	3
10	4510	1
4510	10	4
10	4504	1
4504	10	4
10	3348	1
3348	10	4
10	4666	1
4666	10	4
10	3436	2
3436	10	5
11	4486	0
4486	11	3
11	2434	0
2434	11	3
11	6664	0
6664	11	3
11	2435	1
2435	11	4
