0	2
1	3
2	4
3	5
4	6
5	7
6	8
7	9
8	10
9	11
10	12
11	13
12	14
13	15
14	16
15	17
16	18
17	20
18	21
19	22
20	23
21	24
22	25
23	26
24	27
25	28
26	29
27	30
28	31
29	32
30	33
31	34
32	35
33	36
34	37
35	38
36	39
37	40
38	41
39	42
40	43
41	44
42	45
43	46
44	47
45	48
46	49
47	50
48	51
49	52
50	53
51	54
52	55
53	56
54	57
55	58
56	59
57	60
58	61
59	62
60	63
61	64
62	65
63	66
64	68
65	69
66	70
67	71
68	72
69	73
70	74
71	75
72	76
73	77
74	78
75	79
76	80
77	81
78	82
79	83
80	84
81	85
82	86
83	87
84	88
85	89
86	90
87	91
88	92
89	94
90	95
91	96
92	97
93	98
94	99
95	100
96	101
97	102
98	103
99	104
100	105
101	106
102	107
103	108
104	109
105	110
106	111
107	113
108	114
109	115
110	116
111	117
112	118
113	119
114	120
115	121
116	122
117	123
118	124
119	125
120	126
121	127
122	128
123	129
124	130
125	131
126	132
127	133
128	134
129	135
130	136
131	137
132	139
133	140
134	141
135	142
136	143
137	144
138	145
139	146
140	147
141	148
142	149
143	150
144	151
145	152
146	153
147	154
148	155
149	156
150	157
151	158
152	159
153	161
154	162
155	163
156	164
157	166
158	168
159	170
160	171
161	172
162	173
163	174
164	175
165	176
166	177
167	178
168	179
169	180
170	181
171	182
172	183
173	184
174	185
175	186
176	187
177	189
178	190
179	191
180	192
181	193
182	194
183	195
184	196
185	198
186	200
187	201
188	202
189	203
190	204
191	205
192	206
193	207
194	208
195	209
196	210
197	211
198	212
199	213
200	214
201	215
202	216
203	217
204	218
205	219
206	220
207	223
208	224
209	225
210	226
211	227
212	228
213	229
214	230
215	231
216	232
217	233
218	234
219	235
220	236
221	237
222	238
223	240
224	241
225	242
226	243
227	244
228	247
229	248
230	249
231	250
232	251
233	252
234	253
235	254
236	255
237	256
238	257
239	258
240	260
241	261
242	262
243	263
244	264
245	265
246	266
247	267
248	268
249	269
250	270
251	271
252	273
253	274
254	275
255	277
256	278
257	279
258	280
259	281
260	282
261	283
262	284
263	285
264	286
265	288
266	289
267	290
268	291
269	292
270	293
271	294
272	295
273	296
274	297
275	298
276	299
277	300
278	301
279	302
280	303
281	304
282	305
283	306
284	307
285	308
286	310
287	311
288	312
289	313
290	314
291	315
292	316
293	317
294	318
295	319
296	320
297	321
298	322
299	324
300	325
301	326
302	327
303	328
304	329
305	330
306	331
307	332
308	333
309	334
310	335
311	336
312	337
313	338
314	339
315	340
316	341
317	342
318	343
319	344
320	345
321	346
322	347
323	348
324	349
325	350
326	351
327	352
328	353
329	354
330	355
331	356
332	357
333	358
334	359
335	360
336	361
337	362
338	363
339	364
340	365
341	366
342	367
343	368
344	369
345	370
346	371
347	372
348	374
349	375
350	376
351	377
352	378
353	380
354	382
355	383
356	385
357	386
358	387
359	388
360	390
361	391
362	392
363	393
364	394
365	395
366	396
367	397
368	398
369	399
370	400
371	401
372	402
373	403
374	404
375	405
376	406
377	407
378	408
379	409
380	410
381	411
382	412
383	413
384	414
385	415
386	416
387	417
388	418
389	419
390	420
391	421
392	423
393	424
394	425
395	426
396	427
397	428
398	430
399	431
400	432
401	433
402	434
403	435
404	436
405	437
406	438
407	439
408	440
409	441
410	442
411	443
412	444
413	446
414	447
415	449
416	450
417	451
418	452
419	453
420	454
421	455
422	456
423	457
424	458
425	459
426	460
427	461
428	462
429	463
430	464
431	465
432	466
433	467
434	468
435	469
436	470
437	471
438	472
439	473
440	474
441	475
442	476
443	477
444	478
445	479
446	480
447	481
448	482
449	484
450	485
451	486
452	487
453	488
454	489
455	490
456	491
457	492
458	493
459	494
460	495
461	496
462	497
463	498
464	499
465	500
466	501
467	502
468	503
469	504
470	506
471	507
472	508
473	509
474	510
475	511
476	512
477	513
478	514
479	515
480	516
481	517
482	518
483	519
484	520
485	521
486	523
487	525
488	526
489	527
490	529
491	530
492	531
493	532
494	533
495	534
496	535
497	536
498	537
499	538
500	539
501	540
502	541
503	543
504	544
505	545
506	546
507	547
508	548
509	549
510	550
511	551
512	552
513	553
514	555
515	556
516	557
517	558
518	559
519	560
520	561
521	562
522	563
523	565
524	566
525	567
526	568
527	569
528	570
529	571
530	572
531	573
532	574
533	575
534	576
535	577
536	578
537	579
538	580
539	581
540	582
541	583
542	584
543	585
544	586
545	587
546	589
547	590
548	592
549	593
550	594
551	595
552	596
553	598
554	601
555	602
556	603
557	604
558	605
559	606
560	607
561	608
562	609
563	611
564	612
565	613
566	614
567	616
568	617
569	618
570	619
571	620
572	621
573	622
574	623
575	624
576	625
577	627
578	628
579	629
580	631
581	632
582	633
583	634
584	635
