2086	3846	40
1601	3847	44
3355	3848	6
3798	3849	40
427	3850	40
3177	3851	13
79	3852	6
715	3853	6
1840	3854	44
1733	3849	40
1276	3855	32
484	3856	6
3738	3857	7
3738	3858	2
613	3859	40
1865	3860	40
432	3861	44
2241	3862	46
2241	3863	17
684	3864	40
643	3865	44
1613	3866	32
2741	3867	44
1475	3868	44
1059	3869	6
1438	3870	40
1580	3871	6
538	3872	32
152	3873	44
1443	3874	40
416	3875	6
3390	3876	44
3279	3877	44
1479	3878	6
68	3879	44
68	3880	44
383	3881	6
2635	3882	44
3831	3883	40
3384	3884	44
1163	3885	40
3661	3886	44
541	3887	40
829	3888	40
3827	3889	6
1153	3890	44
3444	3891	40
3425	3892	40
3317	3893	6
2141	3894	44
1324	3895	32
2786	3896	6
3539	3897	40
2359	3898	6
2370	3899	32
2125	3900	6
3792	3901	6
1473	3902	6
3529	3903	23
3784	3904	28
749	3864	40
2890	3905	6
789	3906	44
2726	3907	6
3109	3908	44
3498	3909	44
2913	3910	6
3729	3911	6
2622	3912	6
628	3913	6
472	3914	32
70	3915	6
447	3916	40
368	368	10
2636	3917	44
147	3918	44
1467	3919	44
3166	3920	44
2460	3921	44
79	3922	44
1840	3923	6
2517	3897	40
484	3924	44
3738	3925	2
3441	3926	40
119	3927	39
3248	3928	43
2241	3929	46
2241	3930	46
795	3931	6
1674	3932	40
591	3933	6
1656	3934	44
3031	3935	6
2880	3936	44
2275	3937	6
643	3938	44
2707	3939	6
2493	3940	44
538	3941	44
2547	3916	32
2008	3942	40
2843	3943	6
444	3944	40
2051	3945	32
2598	3946	40
176	3947	40
3544	3948	44
1057	3949	44
3822	3950	44
997	3951	44
1142	3952	40
3774	3953	9
1157	3954	6
2621	3955	44
3723	3956	40
540	3957	6
1719	3958	6
2725	3959	13
3582	3960	6
3759	3961	40
2953	3962	6
3645	3963	32
1325	3964	48
3792	3965	6
1529	3966	32
136	3967	6
2324	3968	41
2924	3969	44
2737	3970	44
2564	3971	32
3689	3972	40
539	3973	6
539	3974	6
2080	3975	6
2214	3886	6
508	3976	6
3498	3977	44
2913	3978	44
458	3979	23
628	3980	44
3695	3695	10
319	3981	41
1082	3982	40
2636	3983	44
2688	3984	32
484	3985	6
2638	3986	40
901	3987	6
2360	3988	6
2241	3989	46
2241	3990	17
534	3991	44
2741	3992	40
434	3993	32
1664	3994	32
2870	3995	6
3049	3996	44
3153	3997	40
3078	3897	40
3433	3998	44
2051	3999	44
1834	4000	40
3688	4001	44
1057	4002	6
1907	4003	40
2222	3851	13
379	4004	44
1633	4005	6
623	4006	6
1989	4007	6
